age,gender,province,education,language,religion,n
45-59,Male,Ontario,Degree above the bachelor's level,English only,No,20
45-59,Male,Ontario,Degree above the bachelor's level,English only,Yes,52
45-59,Male,Ontario,Don't know/ Prefer not to answer,Both English and French,No,2
45-59,Male,Ontario,Don't know/ Prefer not to answer,English only,No,7
45-59,Male,Ontario,Don't know/ Prefer not to answer,English only,Yes,7
45-59,Male,Ontario,Don't know/ Prefer not to answer,Neither English nor French,No,2
45-59,Male,Ontario,High school diploma or its equivalent,Both English and French,No,1
45-59,Male,Ontario,High school diploma or its equivalent,Both English and French,Yes,16
45-59,Male,Ontario,High school diploma or its equivalent,English only,No,29
45-59,Male,Ontario,High school diploma or its equivalent,English only,Yes,98
45-59,Male,Ontario,High school diploma or its equivalent,Neither English nor French,No,2
45-59,Male,Ontario,Less than high school,Both English and French,Yes,2
45-59,Male,Ontario,Less than high school,English only,No,8
45-59,Male,Ontario,Less than high school,English only,Yes,21
45-59,Male,Ontario,University below the bachelor's level,Both English and French,Yes,1
45-59,Male,Ontario,University below the bachelor's level,English only,No,6
45-59,Male,Ontario,University below the bachelor's level,English only,Yes,11
45-59,Male,Prince Edward Island,Bachelor's degree,Both English and French,Yes,2
45-59,Male,Prince Edward Island,Bachelor's degree,English only,No,1
45-59,Male,Prince Edward Island,Bachelor's degree,English only,Yes,3
45-59,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,No,2
45-59,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,20
45-59,Male,Prince Edward Island,Degree above the bachelor's level,Both English and French,No,1
45-59,Male,Prince Edward Island,Degree above the bachelor's level,Both English and French,Yes,1
45-59,Male,Prince Edward Island,Degree above the bachelor's level,English only,Yes,4
45-59,Male,Prince Edward Island,Don't know/ Prefer not to answer,English only,No,1
45-59,Male,Prince Edward Island,Don't know/ Prefer not to answer,English only,Yes,1
45-59,Male,Prince Edward Island,High school diploma or its equivalent,Both English and French,Yes,1
45-59,Male,Prince Edward Island,High school diploma or its equivalent,English only,No,8
45-59,Male,Prince Edward Island,High school diploma or its equivalent,English only,Yes,15
45-59,Male,Prince Edward Island,Less than high school,English only,No,1
45-59,Male,Prince Edward Island,Less than high school,English only,Yes,9
45-59,Male,Quebec,Bachelor's degree,Both English and French,No,11
45-59,Male,Quebec,Bachelor's degree,Both English and French,Yes,42
45-59,Male,Quebec,Bachelor's degree,English only,No,1
45-59,Male,Quebec,Bachelor's degree,English only,Yes,5
45-59,Male,Quebec,Bachelor's degree,French only,No,2
45-59,Male,Quebec,Bachelor's degree,French only,Yes,16
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,8
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,79
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,3
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,4
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,53
45-59,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,2
45-59,Male,Quebec,Degree above the bachelor's level,Both English and French,No,3
45-59,Male,Quebec,Degree above the bachelor's level,Both English and French,Yes,21
45-59,Male,Quebec,Degree above the bachelor's level,English only,No,2
45-59,Male,Quebec,Degree above the bachelor's level,French only,Yes,10
45-59,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,3
45-59,Male,Quebec,Don't know/ Prefer not to answer,French only,Yes,2
45-59,Male,Quebec,Don't know/ Prefer not to answer,Neither English nor French,No,2
45-59,Male,Quebec,High school diploma or its equivalent,Both English and French,No,4
45-59,Male,Quebec,High school diploma or its equivalent,Both English and French,Yes,35
45-59,Male,Quebec,High school diploma or its equivalent,English only,No,1
45-59,Male,Quebec,High school diploma or its equivalent,French only,No,2
45-59,Male,Quebec,High school diploma or its equivalent,French only,Yes,43
45-59,Male,Quebec,High school diploma or its equivalent,Neither English nor French,No,1
45-59,Male,Quebec,Less than high school,Both English and French,No,1
45-59,Male,Quebec,Less than high school,Both English and French,Yes,11
45-59,Male,Quebec,Less than high school,English only,Yes,1
45-59,Male,Quebec,Less than high school,French only,No,3
45-59,Male,Quebec,Less than high school,French only,Yes,37
45-59,Male,Quebec,Less than high school,Neither English nor French,No,1
45-59,Male,Quebec,Less than high school,Neither English nor French,Yes,1
45-59,Male,Quebec,University below the bachelor's level,Both English and French,Yes,7
45-59,Male,Quebec,University below the bachelor's level,French only,Yes,2
45-59,Male,Saskatchewan,Bachelor's degree,English only,No,3
45-59,Male,Saskatchewan,Bachelor's degree,English only,Yes,10
45-59,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,7
45-59,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,27
45-59,Male,Saskatchewan,Degree above the bachelor's level,English only,Yes,5
45-59,Male,Saskatchewan,Don't know/ Prefer not to answer,English only,No,1
45-59,Male,Saskatchewan,Don't know/ Prefer not to answer,English only,Yes,3
45-59,Male,Saskatchewan,Don't know/ Prefer not to answer,Neither English nor French,No,1
45-59,Male,Saskatchewan,High school diploma or its equivalent,Both English and French,No,1
45-59,Male,Saskatchewan,High school diploma or its equivalent,English only,No,8
45-59,Male,Saskatchewan,High school diploma or its equivalent,English only,Yes,30
45-59,Male,Saskatchewan,Less than high school,Both English and French,No,1
45-59,Male,Saskatchewan,Less than high school,English only,No,2
45-59,Male,Saskatchewan,Less than high school,English only,Yes,9
45-59,Male,Saskatchewan,University below the bachelor's level,English only,No,1
45-59,Male,Saskatchewan,University below the bachelor's level,English only,Yes,2
60-74,Female,Alberta,Bachelor's degree,Both English and French,Yes,3
60-74,Female,Alberta,Bachelor's degree,English only,No,7
60-74,Female,Alberta,Bachelor's degree,English only,Yes,26
60-74,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
60-74,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,No,12
60-74,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,44
60-74,Female,Alberta,"College, CEGEP, or other technical or non-university certificate",French only,No,1
60-74,Female,Alberta,Degree above the bachelor's level,Both English and French,No,1
60-74,Female,Alberta,Degree above the bachelor's level,Both English and French,Yes,3
60-74,Female,Alberta,Degree above the bachelor's level,English only,No,4
60-74,Female,Alberta,Degree above the bachelor's level,English only,Yes,9
60-74,Female,Alberta,Don't know/ Prefer not to answer,English only,No,2
60-74,Female,Alberta,Don't know/ Prefer not to answer,English only,Yes,2
60-74,Female,Alberta,Don't know/ Prefer not to answer,Neither English nor French,No,1
60-74,Female,Alberta,High school diploma or its equivalent,Both English and French,Yes,4
60-74,Female,Alberta,High school diploma or its equivalent,English only,No,11
60-74,Female,Alberta,High school diploma or its equivalent,English only,Yes,58
60-74,Female,Alberta,High school diploma or its equivalent,Neither English nor French,No,1
60-74,Female,Alberta,Less than high school,English only,No,2
60-74,Female,Alberta,Less than high school,English only,Yes,16
60-74,Female,Alberta,University below the bachelor's level,English only,No,1
60-74,Female,Alberta,University below the bachelor's level,English only,Yes,13
60-74,Female,British Columbia,Bachelor's degree,Both English and French,No,4
60-74,Female,British Columbia,Bachelor's degree,Both English and French,Yes,5
60-74,Female,British Columbia,Bachelor's degree,English only,No,23
60-74,Female,British Columbia,Bachelor's degree,English only,Yes,44
60-74,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,2
60-74,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,6
60-74,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,33
60-74,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,80
60-74,Female,British Columbia,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,2
60-74,Female,British Columbia,Degree above the bachelor's level,Both English and French,No,4
60-74,Female,British Columbia,Degree above the bachelor's level,Both English and French,Yes,1
60-74,Female,British Columbia,Degree above the bachelor's level,English only,No,13
60-74,Female,British Columbia,Degree above the bachelor's level,English only,Yes,21
60-74,Female,British Columbia,Degree above the bachelor's level,Neither English nor French,Yes,1
60-74,Female,British Columbia,Don't know/ Prefer not to answer,English only,No,1
60-74,Female,British Columbia,Don't know/ Prefer not to answer,English only,Yes,5
60-74,Female,British Columbia,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Female,British Columbia,High school diploma or its equivalent,Both English and French,No,1
60-74,Female,British Columbia,High school diploma or its equivalent,Both English and French,Yes,2
60-74,Female,British Columbia,High school diploma or its equivalent,English only,No,30
60-74,Female,British Columbia,High school diploma or its equivalent,English only,Yes,68
60-74,Female,British Columbia,High school diploma or its equivalent,Neither English nor French,No,1
60-74,Female,British Columbia,High school diploma or its equivalent,Neither English nor French,Yes,1
60-74,Female,British Columbia,Less than high school,Both English and French,Yes,1
60-74,Female,British Columbia,Less than high school,English only,No,6
60-74,Female,British Columbia,Less than high school,English only,Yes,25
60-74,Female,British Columbia,Less than high school,Neither English nor French,No,1
60-74,Female,British Columbia,Less than high school,Neither English nor French,Yes,1
60-74,Female,British Columbia,University below the bachelor's level,English only,No,3
60-74,Female,British Columbia,University below the bachelor's level,English only,Yes,13
60-74,Female,Manitoba,Bachelor's degree,Both English and French,Yes,1
60-74,Female,Manitoba,Bachelor's degree,English only,No,3
60-74,Female,Manitoba,Bachelor's degree,English only,Yes,20
60-74,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
60-74,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,No,8
60-74,Female,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,50
60-74,Female,Manitoba,Degree above the bachelor's level,Both English and French,Yes,1
60-74,Female,Manitoba,Degree above the bachelor's level,English only,No,3
60-74,Female,Manitoba,Degree above the bachelor's level,English only,Yes,9
60-74,Female,Manitoba,Don't know/ Prefer not to answer,English only,No,2
60-74,Female,Manitoba,Don't know/ Prefer not to answer,English only,Yes,2
60-74,Female,Manitoba,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Female,Manitoba,High school diploma or its equivalent,English only,No,6
60-74,Female,Manitoba,High school diploma or its equivalent,English only,Yes,45
60-74,Female,Manitoba,Less than high school,Both English and French,Yes,2
60-74,Female,Manitoba,Less than high school,English only,No,4
60-74,Female,Manitoba,Less than high school,English only,Yes,21
60-74,Female,Manitoba,University below the bachelor's level,Both English and French,Yes,2
60-74,Female,Manitoba,University below the bachelor's level,English only,No,2
60-74,Female,Manitoba,University below the bachelor's level,English only,Yes,9
60-74,Female,New Brunswick,Bachelor's degree,Both English and French,Yes,11
60-74,Female,New Brunswick,Bachelor's degree,English only,No,4
60-74,Female,New Brunswick,Bachelor's degree,English only,Yes,14
60-74,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,17
60-74,Female,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,40
60-74,Female,New Brunswick,Degree above the bachelor's level,Both English and French,No,1
60-74,Female,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,4
60-74,Female,New Brunswick,Degree above the bachelor's level,English only,No,2
60-74,Female,New Brunswick,Degree above the bachelor's level,English only,Yes,8
60-74,Female,New Brunswick,Don't know/ Prefer not to answer,Both English and French,Yes,1
60-74,Female,New Brunswick,Don't know/ Prefer not to answer,English only,Yes,2
60-74,Female,New Brunswick,High school diploma or its equivalent,Both English and French,No,1
60-74,Female,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,14
60-74,Female,New Brunswick,High school diploma or its equivalent,English only,No,4
60-74,Female,New Brunswick,High school diploma or its equivalent,English only,Yes,47
60-74,Female,New Brunswick,High school diploma or its equivalent,French only,Yes,3
60-74,Female,New Brunswick,Less than high school,Both English and French,Yes,20
60-74,Female,New Brunswick,Less than high school,English only,No,2
60-74,Female,New Brunswick,Less than high school,English only,Yes,17
60-74,Female,New Brunswick,Less than high school,French only,Yes,12
60-74,Female,New Brunswick,University below the bachelor's level,Both English and French,Yes,3
60-74,Female,New Brunswick,University below the bachelor's level,English only,No,2
60-74,Female,New Brunswick,University below the bachelor's level,English only,Yes,11
60-74,Female,Newfoundland and Labrador,Bachelor's degree,English only,No,3
60-74,Female,Newfoundland and Labrador,Bachelor's degree,English only,Yes,21
60-74,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,No,3
60-74,Female,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,Yes,54
60-74,Female,Newfoundland and Labrador,Degree above the bachelor's level,Both English and French,No,1
60-74,Female,Newfoundland and Labrador,Degree above the bachelor's level,Both English and French,Yes,6
60-74,Female,Newfoundland and Labrador,Degree above the bachelor's level,English only,No,2
60-74,Female,Newfoundland and Labrador,Degree above the bachelor's level,English only,Yes,6
60-74,Female,Newfoundland and Labrador,Don't know/ Prefer not to answer,English only,Yes,2
60-74,Female,Newfoundland and Labrador,Don't know/ Prefer not to answer,Neither English nor French,No,1
60-74,Female,Newfoundland and Labrador,High school diploma or its equivalent,English only,No,1
60-74,Female,Newfoundland and Labrador,High school diploma or its equivalent,English only,Yes,43
60-74,Female,Newfoundland and Labrador,Less than high school,English only,Yes,57
60-74,Female,Newfoundland and Labrador,University below the bachelor's level,Both English and French,Yes,1
60-74,Female,Newfoundland and Labrador,University below the bachelor's level,English only,Yes,4
60-74,Female,Nova Scotia,Bachelor's degree,Both English and French,Yes,6
60-74,Female,Nova Scotia,Bachelor's degree,English only,No,7
60-74,Female,Nova Scotia,Bachelor's degree,English only,Yes,24
60-74,Female,Nova Scotia,Bachelor's degree,Neither English nor French,No,1
60-74,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,7
60-74,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,No,6
60-74,Female,Nova Scotia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,68
60-74,Female,Nova Scotia,Degree above the bachelor's level,Both English and French,No,1
60-74,Female,Nova Scotia,Degree above the bachelor's level,Both English and French,Yes,2
60-74,Female,Nova Scotia,Degree above the bachelor's level,English only,No,3
60-74,Female,Nova Scotia,Degree above the bachelor's level,English only,Yes,16
60-74,Female,Nova Scotia,Don't know/ Prefer not to answer,English only,No,1
60-74,Female,Nova Scotia,Don't know/ Prefer not to answer,English only,Yes,4
60-74,Female,Nova Scotia,High school diploma or its equivalent,Both English and French,Yes,3
60-74,Female,Nova Scotia,High school diploma or its equivalent,English only,No,3
60-74,Female,Nova Scotia,High school diploma or its equivalent,English only,Yes,57
60-74,Female,Nova Scotia,Less than high school,Both English and French,Yes,2
60-74,Female,Nova Scotia,Less than high school,English only,No,1
60-74,Female,Nova Scotia,Less than high school,English only,Yes,40
60-74,Female,Nova Scotia,University below the bachelor's level,English only,No,2
60-74,Female,Nova Scotia,University below the bachelor's level,English only,Yes,7
60-74,Female,Ontario,Bachelor's degree,Both English and French,No,4
60-74,Female,Ontario,Bachelor's degree,Both English and French,Yes,23
60-74,Female,Ontario,Bachelor's degree,English only,No,16
60-74,Female,Ontario,Bachelor's degree,English only,Yes,108
60-74,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
60-74,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,17
60-74,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,18
60-74,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,217
60-74,Female,Ontario,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
60-74,Female,Ontario,Degree above the bachelor's level,Both English and French,No,2
60-74,Female,Ontario,Degree above the bachelor's level,Both English and French,Yes,17
60-74,Female,Ontario,Degree above the bachelor's level,English only,No,9
60-74,Female,Ontario,Degree above the bachelor's level,English only,Yes,61
60-74,Female,Ontario,Degree above the bachelor's level,French only,Yes,1
60-74,Female,Ontario,Don't know/ Prefer not to answer,English only,No,1
60-74,Female,Ontario,Don't know/ Prefer not to answer,English only,Yes,10
60-74,Female,Ontario,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Female,Ontario,High school diploma or its equivalent,Both English and French,No,4
60-74,Female,Ontario,High school diploma or its equivalent,Both English and French,Yes,25
60-74,Female,Ontario,High school diploma or its equivalent,English only,No,15
60-74,Female,Ontario,High school diploma or its equivalent,English only,Yes,175
60-74,Female,Ontario,High school diploma or its equivalent,Neither English nor French,No,1
60-74,Female,Ontario,Less than high school,Both English and French,No,1
60-74,Female,Ontario,Less than high school,Both English and French,Yes,11
60-74,Female,Ontario,Less than high school,English only,No,8
60-74,Female,Ontario,Less than high school,English only,Yes,80
60-74,Female,Ontario,Less than high school,French only,Yes,1
60-74,Female,Ontario,Less than high school,Neither English nor French,No,1
60-74,Female,Ontario,Less than high school,Neither English nor French,Yes,2
60-74,Female,Ontario,University below the bachelor's level,Both English and French,Yes,3
60-74,Female,Ontario,University below the bachelor's level,English only,No,5
60-74,Female,Ontario,University below the bachelor's level,English only,Yes,15
60-74,Female,Prince Edward Island,Bachelor's degree,Both English and French,Yes,1
60-74,Female,Prince Edward Island,Bachelor's degree,English only,Yes,11
60-74,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,3
60-74,Female,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,47
60-74,Female,Prince Edward Island,Degree above the bachelor's level,English only,No,1
60-74,Female,Prince Edward Island,Degree above the bachelor's level,English only,Yes,8
60-74,Female,Prince Edward Island,Don't know/ Prefer not to answer,English only,Yes,1
60-74,Female,Prince Edward Island,High school diploma or its equivalent,Both English and French,Yes,2
60-74,Female,Prince Edward Island,High school diploma or its equivalent,English only,No,1
60-74,Female,Prince Edward Island,High school diploma or its equivalent,English only,Yes,35
60-74,Female,Prince Edward Island,Less than high school,Both English and French,Yes,2
60-74,Female,Prince Edward Island,Less than high school,English only,No,1
60-74,Female,Prince Edward Island,Less than high school,English only,Yes,11
60-74,Female,Prince Edward Island,University below the bachelor's level,English only,Yes,12
60-74,Female,Quebec,Bachelor's degree,Both English and French,No,3
60-74,Female,Quebec,Bachelor's degree,Both English and French,Yes,29
60-74,Female,Quebec,Bachelor's degree,English only,Yes,2
60-74,Female,Quebec,Bachelor's degree,French only,No,1
60-74,Female,Quebec,Bachelor's degree,French only,Yes,29
60-74,Female,Quebec,Bachelor's degree,Neither English nor French,No,1
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,4
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,60
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,No,1
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,3
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,No,4
60-74,Female,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,104
60-74,Female,Quebec,Degree above the bachelor's level,Both English and French,No,6
60-74,Female,Quebec,Degree above the bachelor's level,Both English and French,Yes,15
60-74,Female,Quebec,Degree above the bachelor's level,English only,Yes,1
60-74,Female,Quebec,Degree above the bachelor's level,French only,No,1
60-74,Female,Quebec,Degree above the bachelor's level,French only,Yes,12
60-74,Female,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,6
60-74,Female,Quebec,Don't know/ Prefer not to answer,English only,Yes,1
60-74,Female,Quebec,Don't know/ Prefer not to answer,French only,No,1
60-74,Female,Quebec,Don't know/ Prefer not to answer,French only,Yes,4
60-74,Female,Quebec,High school diploma or its equivalent,Both English and French,Yes,63
60-74,Female,Quebec,High school diploma or its equivalent,English only,Yes,6
60-74,Female,Quebec,High school diploma or its equivalent,French only,No,2
60-74,Female,Quebec,High school diploma or its equivalent,French only,Yes,101
60-74,Female,Quebec,Less than high school,Both English and French,No,1
60-74,Female,Quebec,Less than high school,Both English and French,Yes,15
60-74,Female,Quebec,Less than high school,English only,Yes,2
60-74,Female,Quebec,Less than high school,French only,No,1
60-74,Female,Quebec,Less than high school,French only,Yes,117
60-74,Female,Quebec,Less than high school,Neither English nor French,No,1
60-74,Female,Quebec,University below the bachelor's level,Both English and French,No,3
60-74,Female,Quebec,University below the bachelor's level,Both English and French,Yes,13
60-74,Female,Quebec,University below the bachelor's level,English only,Yes,1
60-74,Female,Quebec,University below the bachelor's level,French only,Yes,17
60-74,Female,Saskatchewan,Bachelor's degree,English only,No,1
60-74,Female,Saskatchewan,Bachelor's degree,English only,Yes,18
60-74,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
60-74,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,1
60-74,Female,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,50
60-74,Female,Saskatchewan,Degree above the bachelor's level,Both English and French,Yes,1
60-74,Female,Saskatchewan,Degree above the bachelor's level,English only,No,2
60-74,Female,Saskatchewan,Degree above the bachelor's level,English only,Yes,3
60-74,Female,Saskatchewan,Don't know/ Prefer not to answer,English only,No,2
60-74,Female,Saskatchewan,High school diploma or its equivalent,Both English and French,Yes,2
60-74,Female,Saskatchewan,High school diploma or its equivalent,English only,No,6
60-74,Female,Saskatchewan,High school diploma or its equivalent,English only,Yes,45
60-74,Female,Saskatchewan,Less than high school,Both English and French,Yes,1
60-74,Female,Saskatchewan,Less than high school,English only,No,2
60-74,Female,Saskatchewan,Less than high school,English only,Yes,19
60-74,Female,Saskatchewan,University below the bachelor's level,English only,No,1
60-74,Female,Saskatchewan,University below the bachelor's level,English only,Yes,3
60-74,Male,Alberta,Bachelor's degree,Both English and French,Yes,1
60-74,Male,Alberta,Bachelor's degree,English only,No,9
60-74,Male,Alberta,Bachelor's degree,English only,Yes,21
60-74,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,1
60-74,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,No,13
60-74,Male,Alberta,"College, CEGEP, or other technical or non-university certificate",English only,Yes,46
60-74,Male,Alberta,Degree above the bachelor's level,Both English and French,No,1
60-74,Male,Alberta,Degree above the bachelor's level,Both English and French,Yes,4
60-74,Male,Alberta,Degree above the bachelor's level,English only,No,2
60-74,Male,Alberta,Degree above the bachelor's level,English only,Yes,11
60-74,Male,Alberta,Don't know/ Prefer not to answer,English only,No,1
60-74,Male,Alberta,High school diploma or its equivalent,Both English and French,Yes,3
60-74,Male,Alberta,High school diploma or its equivalent,English only,No,15
60-74,Male,Alberta,High school diploma or its equivalent,English only,Yes,25
60-74,Male,Alberta,Less than high school,Both English and French,Yes,1
60-74,Male,Alberta,Less than high school,English only,No,4
60-74,Male,Alberta,Less than high school,English only,Yes,23
60-74,Male,Alberta,University below the bachelor's level,Both English and French,Yes,1
60-74,Male,Alberta,University below the bachelor's level,English only,No,4
60-74,Male,Alberta,University below the bachelor's level,English only,Yes,5
60-74,Male,British Columbia,Bachelor's degree,Both English and French,No,1
60-74,Male,British Columbia,Bachelor's degree,Both English and French,Yes,3
60-74,Male,British Columbia,Bachelor's degree,English only,No,14
60-74,Male,British Columbia,Bachelor's degree,English only,Yes,42
60-74,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
60-74,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,No,30
60-74,Male,British Columbia,"College, CEGEP, or other technical or non-university certificate",English only,Yes,63
60-74,Male,British Columbia,Degree above the bachelor's level,Both English and French,No,1
60-74,Male,British Columbia,Degree above the bachelor's level,Both English and French,Yes,3
60-74,Male,British Columbia,Degree above the bachelor's level,English only,No,16
60-74,Male,British Columbia,Degree above the bachelor's level,English only,Yes,26
60-74,Male,British Columbia,Don't know/ Prefer not to answer,English only,No,1
60-74,Male,British Columbia,Don't know/ Prefer not to answer,Neither English nor French,No,1
60-74,Male,British Columbia,High school diploma or its equivalent,Both English and French,No,1
60-74,Male,British Columbia,High school diploma or its equivalent,Both English and French,Yes,2
60-74,Male,British Columbia,High school diploma or its equivalent,English only,No,44
60-74,Male,British Columbia,High school diploma or its equivalent,English only,Yes,45
60-74,Male,British Columbia,Less than high school,Both English and French,No,2
60-74,Male,British Columbia,Less than high school,Both English and French,Yes,1
60-74,Male,British Columbia,Less than high school,English only,No,10
60-74,Male,British Columbia,Less than high school,English only,Yes,24
60-74,Male,British Columbia,Less than high school,Neither English nor French,Yes,1
60-74,Male,British Columbia,University below the bachelor's level,Both English and French,No,1
60-74,Male,British Columbia,University below the bachelor's level,English only,No,7
60-74,Male,British Columbia,University below the bachelor's level,English only,Yes,4
60-74,Male,Manitoba,Bachelor's degree,Both English and French,Yes,3
60-74,Male,Manitoba,Bachelor's degree,English only,No,3
60-74,Male,Manitoba,Bachelor's degree,English only,Yes,9
60-74,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,2
60-74,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,No,1
60-74,Male,Manitoba,"College, CEGEP, or other technical or non-university certificate",English only,Yes,21
60-74,Male,Manitoba,Degree above the bachelor's level,Both English and French,Yes,2
60-74,Male,Manitoba,Degree above the bachelor's level,English only,No,1
60-74,Male,Manitoba,Degree above the bachelor's level,English only,Yes,6
60-74,Male,Manitoba,Don't know/ Prefer not to answer,English only,Yes,1
60-74,Male,Manitoba,Don't know/ Prefer not to answer,Neither English nor French,No,2
60-74,Male,Manitoba,High school diploma or its equivalent,Both English and French,Yes,3
60-74,Male,Manitoba,High school diploma or its equivalent,English only,No,6
60-74,Male,Manitoba,High school diploma or its equivalent,English only,Yes,38
60-74,Male,Manitoba,Less than high school,Both English and French,Yes,3
60-74,Male,Manitoba,Less than high school,English only,No,5
60-74,Male,Manitoba,Less than high school,English only,Yes,36
60-74,Male,Manitoba,University below the bachelor's level,English only,No,3
60-74,Male,Manitoba,University below the bachelor's level,English only,Yes,11
60-74,Male,New Brunswick,Bachelor's degree,Both English and French,No,2
60-74,Male,New Brunswick,Bachelor's degree,Both English and French,Yes,5
60-74,Male,New Brunswick,Bachelor's degree,English only,No,3
60-74,Male,New Brunswick,Bachelor's degree,English only,Yes,15
60-74,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,11
60-74,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,No,1
60-74,Male,New Brunswick,"College, CEGEP, or other technical or non-university certificate",English only,Yes,41
60-74,Male,New Brunswick,Degree above the bachelor's level,Both English and French,No,1
60-74,Male,New Brunswick,Degree above the bachelor's level,Both English and French,Yes,4
60-74,Male,New Brunswick,Degree above the bachelor's level,English only,No,3
60-74,Male,New Brunswick,Degree above the bachelor's level,English only,Yes,5
60-74,Male,New Brunswick,High school diploma or its equivalent,Both English and French,Yes,14
60-74,Male,New Brunswick,High school diploma or its equivalent,English only,No,9
60-74,Male,New Brunswick,High school diploma or its equivalent,English only,Yes,36
60-74,Male,New Brunswick,Less than high school,Both English and French,No,1
60-74,Male,New Brunswick,Less than high school,Both English and French,Yes,15
60-74,Male,New Brunswick,Less than high school,English only,No,1
60-74,Male,New Brunswick,Less than high school,English only,Yes,21
60-74,Male,New Brunswick,Less than high school,French only,Yes,6
60-74,Male,New Brunswick,Less than high school,Neither English nor French,No,3
60-74,Male,New Brunswick,University below the bachelor's level,English only,Yes,1
60-74,Male,Newfoundland and Labrador,Bachelor's degree,Both English and French,No,2
60-74,Male,Newfoundland and Labrador,Bachelor's degree,Both English and French,Yes,1
60-74,Male,Newfoundland and Labrador,Bachelor's degree,English only,No,4
60-74,Male,Newfoundland and Labrador,Bachelor's degree,English only,Yes,8
60-74,Male,Newfoundland and Labrador,"College, CEGEP, or other technical or non-university certificate",English only,No,3
